bill,rep,vote,topic,progressive,representative,pct_win,party,rep_2018,prog_vote
97,MARKOSEK,nay,education,-1,Joseph Markosek,0.624143418531389,dem,0,1
97,MATZIE,nay,education,-1,Robert Matzie,1,dem,1,1
97,MCCARTER,nay,education,-1,Steve McCarter,0.777474579192279,dem,1,1
97,"MILLER, D.",nay,education,-1,Dan Miller,1,dem,1,1
97,MULLERY,nay,education,-1,Gerald Mullery,0.562390158172232,dem,1,1
97,NEILSON,nay,education,-1,Edward Neilson,1,dem,0,1
97,NEUMAN,nay,education,-1,Brandon Neuman,1,dem,0,1
97,O'BRIEN,nay,education,-1,Michael O'Brien,1,dem,0,1
97,PASHINSKI,nay,education,-1,Eddie Day Pashinski,0.781013121438653,dem,1,1
97,PETRARCA,nay,education,-1,Joseph Petrarca,0.56391849757088,dem,1,1
97,RAVENSTAHL,nay,education,-1,Adam Ravenstahl,0.809033029652819,dem,1,1
97,READSHAW,nay,education,-1,Harry Readshaw III,1,dem,1,1
97,ROEBUCK,nay,education,-1,James Roebuck Jr.,1,dem,1,1
97,ROZZI,nay,education,-1,Mark Rozzi,1,dem,1,1
97,SAINATO,nay,education,-1,Chris Sainato,1,dem,1,1
97,SAMUELSON,nay,education,-1,Steve Samuelson,1,dem,1,1
97,SCHLOSSBERG,nay,education,-1,Michael Schlossberg,0.671305001880406,dem,1,1
97,SCHWEYER,nay,education,-1,Peter Schweyer,1,dem,1,1
97,SIMS,nay,education,-1,Brian Sims,1,dem,1,1
97,SNYDER,nay,education,-1,Pam Snyder,0.533257021380974,dem,1,1
97,SOLOMON,nay,education,-1,Jared Solomon,1,dem,1,1
97,STURLA,nay,education,-1,P. Michael Sturla,0.732510983440351,dem,1,1
97,THOMAS,nay,education,-1,W. Curtis Thomas,1,dem,0,1
97,VAZQUEZ,nay,education,-1,NA,NA,NA,NA,1
97,VITALI,nay,education,-1,Gregory Vitali,0.660290402287681,dem,1,1
97,WARREN,nay,education,-1,Perry Warren,0.500985105209236,dem,1,1
97,YOUNGBLOOD,nay,education,-1,Rosita Youngblood,1,dem,1,1
2060,BARRAR,yay,gun control,1,Stephen Barrar,1,rep,1,1
2060,BENNINGHOFF,yay,gun control,1,Kerry Benninghoff,0.685600631782152,rep,1,1
2060,BOBACK,yay,gun control,1,Karen Boback,1,rep,1,1
2060,"BROWN, R.",yay,gun control,1,Rosemary Brown,0.635161721885575,rep,1,1
2060,CHARLTON,yay,gun control,1,Alexander Charlton,0.560068463377527,rep,0,1
2060,CORBIN,yay,gun control,1,Becky Corbin,0.579497627536659,rep,0,1
2060,CORR,yay,gun control,1,Michael Corr,0.5431772607187191,rep,0,1
2060,COX,yay,gun control,1,Jim Cox,1,rep,1,1
2060,CULVER,yay,gun control,1,Lynda Schlegel-Culver,0.766513959043032,rep,0,1
2060,CUTLER,yay,gun control,1,Bryan Cutler,0.739344540669044,rep,1,1
2060,DAY,yay,gun control,1,Gary Day,1,rep,1,1
2060,DELOZIER,yay,gun control,1,Sheryl Delozier,0.650972429328342,rep,1,1
2060,DIGIROLAMO,yay,gun control,1,Gene DiGirolamo,1,rep,1,1
2060,EMRICK,yay,gun control,1,Joe Emrick,0.655790817161371,rep,1,1
2060,ENGLISH,yay,gun control,1,Hal English,1,rep,0,1
2060,FARRY,yay,gun control,1,Frank Farry,1,rep,1,1
2060,FEE,yay,gun control,1,Mindy Fee,1,rep,1,1
2060,GILLEN,yay,gun control,1,Mark Gillen,1,rep,1,1
2060,GILLESPIE,yay,gun control,1,Keith Gillespie,1,rep,1,1
2060,GREINER,yay,gun control,1,Keith Greiner,0.669622680271177,rep,1,1
2060,HAHN,yay,gun control,1,Marcia Hahn,1,rep,1,1
2060,HARPER,yay,gun control,1,Catherine Harper,0.5652942801878971,rep,0,1
2060,"HARRIS, A.",yay,gun control,1,C. Adam Harris,1,rep,0,1
2060,HELM,yay,gun control,1,Susan Helm,0.577114427860697,rep,1,1
2060,HENNESSEY,yay,gun control,1,Timothy Hennessey,1,rep,1,1
2060,HICKERNELL,yay,gun control,1,David Hickernell,1,rep,1,1
2060,JOZWIAK,yay,gun control,1,Barry Jozwiak,1,rep,1,1
2060,KAMPF,yay,gun control,1,Warren Kampf,0.558134110787172,rep,0,1
2060,KAUFER,yay,gun control,1,Aaron Kaufer,0.678489125738154,rep,1,1
2060,"KELLER, F.",yay,gun control,1,Fred Keller,1,rep,1,1
2060,KLUNK,yay,gun control,1,Kate Anne Klunk,1,rep,0,1
2060,LAWRENCE,yay,gun control,1,John Lawrence,0.624864498644986,rep,1,1
2060,LEWIS,yay,gun control,1,Harry Lewis Jr.,0.512681725130981,rep,0,1
2060,MACKENZIE,yay,gun control,1,Ryan Mackenzie,1,rep,1,1
2060,MAHER,yay,gun control,1,John Maher,0.650303967576792,rep,0,1
2060,MASSER,yay,gun control,1,Kurt Masser,0.716084580660489,rep,1,1
2060,MEHAFFIE,yay,gun control,1,Thomas Mehaffie,1,rep,1,1
2060,MENTZER,yay,gun control,1,Steven Mentzer,0.6313299408609541,rep,1,1
2060,MICCARELLI,yay,gun control,1,Nick Miccarelli,0.639160344605889,rep,0,1
2060,MILLARD,yay,gun control,1,David Millard,0.67691026756992,rep,1,1
2060,"MILLER, B.",yay,gun control,1,Brett Miller,0.619520193303417,rep,1,1
2060,MILNE,yay,gun control,1,Duane Milne,0.567236020573755,rep,0,1
2060,MOUL,yay,gun control,1,Dan Moul,0.664932741369028,rep,1,1
2060,MURT,yay,gun control,1,Thomas Murt,0.633251761653448,rep,1,1
2060,O'NEILL,yay,gun control,1,Bernard O'Neill,0.619405294398965,rep,0,1
2060,QUIGLEY,yay,gun control,1,Thomas Quigley,0.511531537651574,rep,0,1
2060,"QUINN, C.",yay,gun control,1,Christopher Quinn,0.561471803759499,rep,1,1
2060,"QUINN, M.",yay,gun control,1,Marguerite Quinn,0.637547750424448,rep,0,1
2060,RADER,yay,gun control,1,Jack Rader Jr.,1,rep,0,1
2060,REED,yay,gun control,1,Dave Reed,0.68877718282155,rep,0,1
2060,ROE,yay,gun control,1,Eric Roe,0.530760895738021,rep,0,1
2060,SANTORA,yay,gun control,1,Jamie Santora,0.542745379079698,rep,0,1
2060,SAYLOR,yay,gun control,1,Stanley Saylor,1,rep,1,1
2060,SIMMONS,yay,gun control,1,Justin Simmons,0.6282767132949341,rep,1,1
2060,STAATS,yay,gun control,1,Craig Staats,0.5829980977328719,rep,1,1
2060,STEPHENS,yay,gun control,1,Todd Stephens,0.6081190070794871,rep,1,1
2060,TAYLOR,yay,gun control,1,John Taylor,0.551465709044069,rep,0,1
2060,TOEPEL,yay,gun control,1,Marcy Toepel,0.633493458062069,rep,1,1
2060,TOOHIL,yay,gun control,1,Tarah Toohil,0.70194248234107,rep,1,1
2060,WATSON,yay,gun control,1,Katharine Watson,1,rep,0,1
2060,WHITE,yay,gun control,1,Martina White,0.539176777412405,rep,1,1
2060,BARBIN,yay,gun control,1,Bryan Barbin,0.5898047876888,dem,0,1
2060,BIZZARRO,yay,gun control,1,Ryan Bizzarro,0.599437119520328,dem,1,1
2060,BOYLE,yay,gun control,1,Kevin Boyle,0.624598101878753,dem,1,1
2060,BRADFORD,yay,gun control,1,Matthew Bradford,0.669876803430607,dem,1,1
2060,BRIGGS,yay,gun control,1,Tim Briggs,0.668647357420125,dem,1,1
2060,"BROWN, V.",yay,gun control,1,Vanessa Lowery Brown,1,dem,1,1
2060,BULLOCK,yay,gun control,1,Donna Bullock,1,dem,1,1
2060,CALTAGIRONE,yay,gun control,1,Thomas Caltagirone,1,dem,1,1
2060,CARROLL,yay,gun control,1,Mike Carroll,1,dem,1,1
2060,CEPHAS,yay,gun control,1,Morgan Cephas,1,dem,1,1
2060,COMITTA,yay,gun control,1,Carolyn Comitta,0.500342381330631,dem,1,1
2060,CONKLIN,yay,gun control,1,H. Scott Conklin,1,dem,1,1
2060,"COSTA, D.",yay,gun control,1,Dominic Costa,1,dem,0,1
2060,"COSTA, P.",yay,gun control,1,Paul Costa,1,dem,0,1
2060,CRUZ,yay,gun control,1,Angel Cruz,1,dem,1,1
2060,DALEY,yay,gun control,1,Mary Jo Daley,0.634784622510421,dem,1,1
2060,DAVIDSON,yay,gun control,1,Margo Davidson,0.790383054385219,dem,1,1
2060,"DAVIS, A.",yay,gun control,1,NA,NA,NA,NA,1
2060,"DAVIS, T.",yay,gun control,1,Tina Davis,0.655981958000592,dem,1,1
2060,DAWKINS,yay,gun control,1,Jason Dawkins,1,dem,1,1
2060,DEAN,yay,gun control,1,Madeleine Dean,0.662519608373452,dem,0,1
2060,DEASY,yay,gun control,1,Daniel Deasy Jr.,1,dem,1,1
2060,DELISSIO,yay,gun control,1,Pamela Delissio,0.707179597745403,dem,0,1
2060,DELUCA,yay,gun control,1,Anthony DeLuca,1,dem,1,1
2060,DERMODY,yay,gun control,1,Frank Dermody,1,dem,1,1
2060,DONATUCCI,yay,gun control,1,Maria Donatucci,1,dem,1,1
2060,DRISCOLL,yay,gun control,1,Michael Driscoll,1,dem,1,1
2060,EVANS,yay,gun control,1,Carol Hill-Evans,0.61036997509783,dem,1,1
2060,FITZGERALD,yay,gun control,1,Isabella Fitzgerald,1,dem,1,1
2060,FLYNN,yay,gun control,1,Martin Flynn,0.692891983467997,dem,1,1
2060,FRANKEL,yay,gun control,1,Dan Frankel,1,dem,1,1
2060,FREEMAN,yay,gun control,1,Robert Freeman,1,dem,1,1
2060,GALLOWAY,yay,gun control,1,John Galloway,1,dem,1,1
2060,GOODMAN,yay,gun control,1,Neal Goodman,1,dem,1,1
2060,HARKINS,yay,gun control,1,Patrick Harkins,0.729187216413494,dem,1,1
2060,"HARRIS, J.",yay,gun control,1,Jordan Harris,1,dem,1,1
2060,"KELLER, W.",yay,gun control,1,William Keller,1,dem,0,1
2060,KIM,yay,gun control,1,Patty Kim,1,dem,1,1
2060,KINSEY,yay,gun control,1,Stephen Kinsey,1,dem,1,1
2060,KIRKLAND,yay,gun control,1,Brian Kirkland,0.756046792389992,dem,1,1
2060,KORTZ,yay,gun control,1,William Kortz II,0.656492083577667,dem,1,1
2060,KRUEGER,yay,gun control,1,Leanne Krueger-Braneky,0.508328915427328,dem,1,1
2060,KULIK,yay,gun control,1,Anita Astorino Kulik,1,dem,1,1
2060,LONGIETTI,yay,gun control,1,Mark Longietti,1,dem,1,1
2060,MADDEN,yay,gun control,1,Maureen Madden,0.519198737617252,dem,1,1
2060,MATZIE,yay,gun control,1,Robert Matzie,1,dem,1,1
2060,MCCARTER,yay,gun control,1,Steve McCarter,0.777474579192279,dem,1,1
2060,MCCLINTON,yay,gun control,1,Joanna McClinton,1,dem,1,1
2060,MCNEILL,yay,gun control,1,Daniel McNeill,0.56312924155418,dem,0,1
2060,"MILLER, D.",yay,gun control,1,Dan Miller,1,dem,1,1
2060,MULLERY,yay,gun control,1,Gerald Mullery,0.562390158172232,dem,1,1
2060,NEILSON,yay,gun control,1,Edward Neilson,1,dem,0,1
2060,PASHINSKI,yay,gun control,1,Eddie Day Pashinski,0.781013121438653,dem,1,1
2060,RABB,yay,gun control,1,Christopher Rabb,0.945565749235474,dem,1,1
2060,RAVENSTAHL,yay,gun control,1,Adam Ravenstahl,0.809033029652819,dem,1,1
2060,ROEBUCK,yay,gun control,1,James Roebuck Jr.,1,dem,1,1
2060,ROZZI,yay,gun control,1,Mark Rozzi,1,dem,1,1
2060,SAMUELSON,yay,gun control,1,Steve Samuelson,1,dem,1,1
2060,SCHLOSSBERG,yay,gun control,1,Michael Schlossberg,0.671305001880406,dem,1,1
2060,SCHWEYER,yay,gun control,1,Peter Schweyer,1,dem,1,1
2060,SIMS,yay,gun control,1,Brian Sims,1,dem,1,1
2060,SOLOMON,yay,gun control,1,Jared Solomon,1,dem,1,1
2060,STURLA,yay,gun control,1,P. Michael Sturla,0.732510983440351,dem,1,1
2060,TAI,yay,gun control,1,NA,NA,NA,NA,1
2060,VAZQUEZ,yay,gun control,1,NA,NA,NA,NA,1
2060,VITALI,yay,gun control,1,Gregory Vitali,0.660290402287681,dem,1,1
2060,WARREN,yay,gun control,1,Perry Warren,0.500985105209236,dem,1,1
2060,WHEATLEY,yay,gun control,1,Jake Wheatley Jr.,1,dem,1,1
2060,YOUNGBLOOD,yay,gun control,1,Rosita Youngblood,1,dem,1,1
2060,TURZAI,yay,gun control,1,Mike Turzai,0.6524607751106339,rep,1,1
2060,BERNSTINE,nay,gun control,1,Aaron Bernstine,0.5847730383633609,rep,1,0
2060,BLOOM,nay,gun control,1,Stephen Bloom,0.642707841682961,rep,0,0
2060,CAUSER,nay,gun control,1,Martin Causer,1,rep,1,0
2060,CHRISTIANA,nay,gun control,1,Jim Christiana,0.629719295949748,rep,0,0
2060,COOK,nay,gun control,1,Bud Cook,0.540958451369216,rep,1,0
2060,DIAMOND,nay,gun control,1,Russell Diamond,0.699053050304502,rep,1,0
2060,DOWLING,nay,gun control,1,Matthew Dowling,0.530661035183488,rep,1,0
2060,DUNBAR,nay,gun control,1,George Dunbar,1,rep,1,0
2060,DUSH,nay,gun control,1,Cris Dush,1,rep,1,0
2060,ELLIS,nay,gun control,1,Brian Ellis,1,rep,1,0
2060,EVERETT,nay,gun control,1,Garth Everett,1,rep,1,0
2060,FRITZ,nay,gun control,1,Jonathan Fritz,1,rep,1,0
2060,GODSHALL,nay,gun control,1,Robert Godshall,0.595445656137094,rep,0,0
2060,GROVE,nay,gun control,1,Seth Grove,1,rep,1,0
2060,HEFFLEY,nay,gun control,1,Doyle Heffley,0.613593155893536,rep,1,0
2060,HILL,nay,gun control,1,Kristin Phillips-Hill,1,rep,0,0
2060,IRVIN,nay,gun control,1,Richard Irvin,0.637353039973127,rep,1,0
2060,JAMES,nay,gun control,1,R. Lee James,0.6508682646361841,rep,1,0
2060,KAUFFMAN,nay,gun control,1,Rob Kauffman,0.72500757601266,rep,1,0
2060,KEEFER,nay,gun control,1,Dawn Keefer,1,rep,1,0
2060,"KELLER, M.K.",nay,gun control,1,Mark K. Keller,1,rep,0,0
2060,KNOWLES,nay,gun control,1,Jerry Knowles,1,rep,1,0
2060,MALONEY,nay,gun control,1,David Maloney,1,rep,1,0
2060,MARSHALL,nay,gun control,1,Jim Marshall,1,rep,1,0
2060,MCGINNIS,nay,gun control,1,John McGinnis,1,rep,0,0
2060,METCALFE,nay,gun control,1,Daryl Metcalfe,0.6783500569808489,rep,1,0
2060,MUSTIO,nay,gun control,1,T. Mark Mustio,1,rep,0,0
2060,NELSON,nay,gun control,1,Eric Nelson,0.6515253154448171,rep,1,0
2060,NESBIT,nay,gun control,1,Tedd Nesbit,0.666207286476554,rep,1,0
2060,O'NEAL,nay,gun control,1,NA,NA,NA,NA,0
2060,OBERLANDER,nay,gun control,1,Donna Oberlander,0.756447990085973,rep,1,0
2060,ORTITAY,nay,gun control,1,Jason Ortitay,0.602390821168979,rep,1,0
2060,OWLETT,nay,gun control,1,NA,NA,NA,NA,0
2060,PEIFER,nay,gun control,1,Michael Peifer,1,rep,1,0
2060,PICKETT,nay,gun control,1,Tina Pickett,1,rep,1,0
2060,PYLE,nay,gun control,1,Jeffrey Pyle,1,rep,1,0
2060,RAPP,nay,gun control,1,Kathy Rapp,0.699746913106833,rep,1,0
2060,REESE,nay,gun control,1,Mike Reese,1,rep,1,0
2060,ROAE,nay,gun control,1,Bradley Roae,0.599951158247279,rep,1,0
2060,ROTHMAN,nay,gun control,1,Greg Rothman,0.626833524183434,rep,1,0
2060,RYAN,nay,gun control,1,Francis Ryan,0.670005414185165,rep,1,0
2060,SACCONE,nay,gun control,1,Rick Saccone,0.683988328056125,rep,0,0
2060,SANKEY,nay,gun control,1,Thomas Sankey,0.711052591405236,rep,1,0
2060,SCHEMEL,nay,gun control,1,Paul Schemel,1,rep,1,0
2060,SONNEY,nay,gun control,1,Curtis Sonney,1,rep,1,0
2060,TALLMAN,nay,gun control,1,Will Tallman,0.7436389654811351,rep,0,0
2060,TOBASH,nay,gun control,1,Mike Tobash,1,rep,1,0
2060,TOPPER,nay,gun control,1,Jesse Topper,1,rep,1,0
2060,WALSH,nay,gun control,1,Justin Walsh,0.615379312721883,rep,1,0
2060,WARD,nay,gun control,1,Judith Ward,1,rep,0,0
2060,WARNER,nay,gun control,1,Ryan Warner,0.639139486467731,rep,1,0
2060,WENTLING,nay,gun control,1,Parke Wentling,0.712721114038389,rep,1,0
2060,WHEELAND,nay,gun control,1,Jeff Wheeland,1,rep,1,0
2060,ZIMMERMAN,nay,gun control,1,David H. Zimmerman,0.742633669922198,rep,1,0
2060,BURNS,nay,gun control,1,Frank Burns,0.57554437682485,dem,1,0
2060,HAGGERTY,nay,gun control,1,Kevin Haggerty,0.5308650354634,dem,0,0
2060,HANNA,nay,gun control,1,Michael Hanna Sr.,0.521552064419357,dem,0,0
2060,MARKOSEK,nay,gun control,1,Joseph Markosek,0.624143418531389,dem,0,0
2060,PETRARCA,nay,gun control,1,Joseph Petrarca,0.56391849757088,dem,1,0
2060,READSHAW,nay,gun control,1,Harry Readshaw III,1,dem,1,0
2060,SAINATO,nay,gun control,1,Chris Sainato,1,dem,1,0
2060,SNYDER,nay,gun control,1,Pam Snyder,0.533257021380974,dem,1,0
178,BAKER,yay,education,-1,Matthew Baker,1,rep,0,0
178,BENNINGHOFF,yay,education,-1,Kerry Benninghoff,0.685600631782152,rep,1,0
178,BERNSTINE,yay,education,-1,Aaron Bernstine,0.5847730383633609,rep,1,0
178,BLOOM,yay,education,-1,Stephen Bloom,0.642707841682961,rep,0,0
178,"BROWN, R.",yay,education,-1,Rosemary Brown,0.635161721885575,rep,1,0
178,CAUSER,yay,education,-1,Martin Causer,1,rep,1,0
178,CHRISTIANA,yay,education,-1,Jim Christiana,0.629719295949748,rep,0,0
178,COOK,yay,education,-1,Bud Cook,0.540958451369216,rep,1,0
178,CORBIN,yay,education,-1,Becky Corbin,0.579497627536659,rep,0,0
178,CORR,yay,education,-1,Michael Corr,0.5431772607187191,rep,0,0
178,COX,yay,education,-1,Jim Cox,1,rep,1,0
178,CULVER,yay,education,-1,Lynda Schlegel-Culver,0.766513959043032,rep,0,0
178,CUTLER,yay,education,-1,Bryan Cutler,0.739344540669044,rep,1,0
178,DAY,yay,education,-1,Gary Day,1,rep,1,0
178,DELOZIER,yay,education,-1,Sheryl Delozier,0.650972429328342,rep,1,0
178,DIAMOND,yay,education,-1,Russell Diamond,0.699053050304502,rep,1,0
178,DOWLING,yay,education,-1,Matthew Dowling,0.530661035183488,rep,1,0
178,DUNBAR,yay,education,-1,George Dunbar,1,rep,1,0
178,DUSH,yay,education,-1,Cris Dush,1,rep,1,0
178,ELLIS,yay,education,-1,Brian Ellis,1,rep,1,0
178,EMRICK,yay,education,-1,Joe Emrick,0.655790817161371,rep,1,0
178,ENGLISH,yay,education,-1,Hal English,1,rep,0,0
178,EVANKOVICH,yay,education,-1,Eli Evankovich,1,rep,0,0
178,EVERETT,yay,education,-1,Garth Everett,1,rep,1,0
178,FEE,yay,education,-1,Mindy Fee,1,rep,1,0
178,FRITZ,yay,education,-1,Jonathan Fritz,1,rep,1,0
178,GILLEN,yay,education,-1,Mark Gillen,1,rep,1,0
178,GILLESPIE,yay,education,-1,Keith Gillespie,1,rep,1,0
178,GREINER,yay,education,-1,Keith Greiner,0.669622680271177,rep,1,0
178,GROVE,yay,education,-1,Seth Grove,1,rep,1,0
178,HAHN,yay,education,-1,Marcia Hahn,1,rep,1,0
178,HARPER,yay,education,-1,Catherine Harper,0.5652942801878971,rep,0,0
178,"HARRIS, A.",yay,education,-1,C. Adam Harris,1,rep,0,0
178,HEFFLEY,yay,education,-1,Doyle Heffley,0.613593155893536,rep,1,0
178,HELM,yay,education,-1,Susan Helm,0.577114427860697,rep,1,0
178,HICKERNELL,yay,education,-1,David Hickernell,1,rep,1,0
178,HILL,yay,education,-1,Kristin Phillips-Hill,1,rep,0,0
178,IRVIN,yay,education,-1,Richard Irvin,0.637353039973127,rep,1,0
178,JAMES,yay,education,-1,R. Lee James,0.6508682646361841,rep,1,0
178,JOZWIAK,yay,education,-1,Barry Jozwiak,1,rep,1,0
178,KAMPF,yay,education,-1,Warren Kampf,0.558134110787172,rep,0,0
178,KAUFER,yay,education,-1,Aaron Kaufer,0.678489125738154,rep,1,0
178,KAUFFMAN,yay,education,-1,Rob Kauffman,0.72500757601266,rep,1,0
178,KEEFER,yay,education,-1,Dawn Keefer,1,rep,1,0
178,"KELLER, F.",yay,education,-1,Fred Keller,1,rep,1,0
178,"KELLER, M.K.",yay,education,-1,Mark K. Keller,1,rep,0,0
178,KLUNK,yay,education,-1,Kate Anne Klunk,1,rep,0,0
178,KNOWLES,yay,education,-1,Jerry Knowles,1,rep,1,0
178,LAWRENCE,yay,education,-1,John Lawrence,0.624864498644986,rep,1,0
178,LEWIS,yay,education,-1,Harry Lewis Jr.,0.512681725130981,rep,0,0
178,MACKENZIE,yay,education,-1,Ryan Mackenzie,1,rep,1,0
178,MAHER,yay,education,-1,John Maher,0.650303967576792,rep,0,0
178,MAKO,yay,education,-1,Zachary Mako,0.579205460388986,rep,1,0
178,MALONEY,yay,education,-1,David Maloney,1,rep,1,0
178,MARSHALL,yay,education,-1,Jim Marshall,1,rep,1,0
178,MARSICO,yay,education,-1,Ronald Marsico,1,rep,0,0
178,MASSER,yay,education,-1,Kurt Masser,0.716084580660489,rep,1,0
178,MCGINNIS,yay,education,-1,John McGinnis,1,rep,0,0
178,MENTZER,yay,education,-1,Steven Mentzer,0.6313299408609541,rep,1,0
178,METCALFE,yay,education,-1,Daryl Metcalfe,0.6783500569808489,rep,1,0
178,MILLARD,yay,education,-1,David Millard,0.67691026756992,rep,1,0
178,"MILLER, B.",yay,education,-1,Brett Miller,0.619520193303417,rep,1,0
178,MOUL,yay,education,-1,Dan Moul,0.664932741369028,rep,1,0
178,MUSTIO,yay,education,-1,T. Mark Mustio,1,rep,0,0
178,NELSON,yay,education,-1,Eric Nelson,0.6515253154448171,rep,1,0
178,NESBIT,yay,education,-1,Tedd Nesbit,0.666207286476554,rep,1,0
178,O'NEILL,yay,education,-1,Bernard O'Neill,0.619405294398965,rep,0,0
178,OBERLANDER,yay,education,-1,Donna Oberlander,0.756447990085973,rep,1,0
178,ORTITAY,yay,education,-1,Jason Ortitay,0.602390821168979,rep,1,0
178,PEIFER,yay,education,-1,Michael Peifer,1,rep,1,0
178,PETRI,yay,education,-1,Scott Petri,0.610733906914066,rep,0,0
178,PICKETT,yay,education,-1,Tina Pickett,1,rep,1,0
178,PYLE,yay,education,-1,Jeffrey Pyle,1,rep,1,0
178,QUIGLEY,yay,education,-1,Thomas Quigley,0.511531537651574,rep,0,0
178,"QUINN, C.",yay,education,-1,Christopher Quinn,0.561471803759499,rep,1,0
178,"QUINN, M.",yay,education,-1,Marguerite Quinn,0.637547750424448,rep,0,0
178,RADER,yay,education,-1,Jack Rader Jr.,1,rep,0,0
178,RAPP,yay,education,-1,Kathy Rapp,0.699746913106833,rep,1,0
178,REED,yay,education,-1,Dave Reed,0.68877718282155,rep,0,0
178,REESE,yay,education,-1,Mike Reese,1,rep,1,0
178,ROAE,yay,education,-1,Bradley Roae,0.599951158247279,rep,1,0
178,ROE,yay,education,-1,Eric Roe,0.530760895738021,rep,0,0
178,ROTHMAN,yay,education,-1,Greg Rothman,0.626833524183434,rep,1,0
178,RYAN,yay,education,-1,Francis Ryan,0.670005414185165,rep,1,0
178,SANKEY,yay,education,-1,Thomas Sankey,0.711052591405236,rep,1,0
178,SAYLOR,yay,education,-1,Stanley Saylor,1,rep,1,0
178,SCHEMEL,yay,education,-1,Paul Schemel,1,rep,1,0
178,SIMMONS,yay,education,-1,Justin Simmons,0.6282767132949341,rep,1,0
178,SONNEY,yay,education,-1,Curtis Sonney,1,rep,1,0
178,STAATS,yay,education,-1,Craig Staats,0.5829980977328719,rep,1,0
178,STEPHENS,yay,education,-1,Todd Stephens,0.6081190070794871,rep,1,0
178,TALLMAN,yay,education,-1,Will Tallman,0.7436389654811351,rep,0,0
178,TAYLOR,yay,education,-1,John Taylor,0.551465709044069,rep,0,0
178,TOBASH,yay,education,-1,Mike Tobash,1,rep,1,0
178,TOEPEL,yay,education,-1,Marcy Toepel,0.633493458062069,rep,1,0
178,TOOHIL,yay,education,-1,Tarah Toohil,0.70194248234107,rep,1,0
178,TOPPER,yay,education,-1,Jesse Topper,1,rep,1,0
178,WALSH,yay,education,-1,Justin Walsh,0.615379312721883,rep,1,0
178,WARD,yay,education,-1,Judith Ward,1,rep,0,0
178,WARNER,yay,education,-1,Ryan Warner,0.639139486467731,rep,1,0
178,WENTLING,yay,education,-1,Parke Wentling,0.712721114038389,rep,1,0
178,WHEELAND,yay,education,-1,Jeff Wheeland,1,rep,1,0
178,ZIMMERMAN,yay,education,-1,David H. Zimmerman,0.742633669922198,rep,1,0
178,DAVIDSON,yay,education,-1,Margo Davidson,0.790383054385219,dem,1,0
178,TURZAI,yay,education,-1,Mike Turzai,0.6524607751106339,rep,1,0
178,BARRAR,nay,education,-1,Stephen Barrar,1,rep,1,1
178,BOBACK,nay,education,-1,Karen Boback,1,rep,1,1
178,CHARLTON,nay,education,-1,Alexander Charlton,0.560068463377527,rep,0,1
178,DIGIROLAMO,nay,education,-1,Gene DiGirolamo,1,rep,1,1
178,FARRY,nay,education,-1,Frank Farry,1,rep,1,1
178,MEHAFFIE,nay,education,-1,Thomas Mehaffie,1,rep,1,1
178,METZGAR,nay,education,-1,Carl Metzgar,1,rep,1,1
178,MILNE,nay,education,-1,Duane Milne,0.567236020573755,rep,0,1
178,MURT,nay,education,-1,Thomas Murt,0.633251761653448,rep,1,1
178,SANTORA,nay,education,-1,Jamie Santora,0.542745379079698,rep,0,1
178,WHITE,nay,education,-1,Martina White,0.539176777412405,rep,1,1
178,BARBIN,nay,education,-1,Bryan Barbin,0.5898047876888,dem,0,1
178,BIZZARRO,nay,education,-1,Ryan Bizzarro,0.599437119520328,dem,1,1
178,BOYLE,nay,education,-1,Kevin Boyle,0.624598101878753,dem,1,1
178,BRADFORD,nay,education,-1,Matthew Bradford,0.669876803430607,dem,1,1
178,BRIGGS,nay,education,-1,Tim Briggs,0.668647357420125,dem,1,1
178,"BROWN, V.",nay,education,-1,Vanessa Lowery Brown,1,dem,1,1
178,BULLOCK,nay,education,-1,Donna Bullock,1,dem,1,1
178,BURNS,nay,education,-1,Frank Burns,0.57554437682485,dem,1,1
178,CALTAGIRONE,nay,education,-1,Thomas Caltagirone,1,dem,1,1
178,CARROLL,nay,education,-1,Mike Carroll,1,dem,1,1
178,CEPHAS,nay,education,-1,Morgan Cephas,1,dem,1,1
178,COMITTA,nay,education,-1,Carolyn Comitta,0.500342381330631,dem,1,1
178,CONKLIN,nay,education,-1,H. Scott Conklin,1,dem,1,1
178,"COSTA, D.",nay,education,-1,Dominic Costa,1,dem,0,1
178,"COSTA, P.",nay,education,-1,Paul Costa,1,dem,0,1
178,CRUZ,nay,education,-1,Angel Cruz,1,dem,1,1
178,DAVIS,nay,education,-1,Tina Davis,0.655981958000592,dem,1,1
178,DAWKINS,nay,education,-1,Jason Dawkins,1,dem,1,1
178,DEAN,nay,education,-1,Madeleine Dean,0.662519608373452,dem,0,1
178,DEASY,nay,education,-1,Daniel Deasy Jr.,1,dem,1,1
178,DELISSIO,nay,education,-1,Pamela Delissio,0.707179597745403,dem,0,1
178,DERMODY,nay,education,-1,Frank Dermody,1,dem,1,1
178,DONATUCCI,nay,education,-1,Maria Donatucci,1,dem,1,1
178,DRISCOLL,nay,education,-1,Michael Driscoll,1,dem,1,1
178,EVANS,nay,education,-1,Carol Hill-Evans,0.61036997509783,dem,1,1
178,FABRIZIO,nay,education,-1,Florindo Fabrizio,0.637576961271102,dem,0,1
